Grouping;no;SourceRoom;Exist;Doors;Rooms;PathLength;SimulationTimeInSec
3;75;19;503;1;2;6,5;18,45333333
3;75;19;504;1;2;6,5;7,653333333
3;75;19;505;5;6;22,4;36,42028986
3;75;19;506;5;6;23,57;42,81967213
3;75;19;507;8;9;35,94;61,921875
3;75;46;501;10;11;53,9;80,71014493
3;75;46;502;9;10;51,36;62,88888889
3;75;46;503;6;7;34,09;42,42857143
3;75;46;504;6;7;34,09;55,5
3;75;46;505;4;5;16,97;35,21126761
3;75;46;506;2;3;8,14;21,91666667
3;75;46;507;5;6;20,51;36,89333333
3;76;1;501;2;3;6,66;48,5
3;76;1;502;2;3;8,72;20,57692308
3;76;1;503;5;6;33,91;46,78378378
3;76;1;504;5;6;33,91;54,90140845
3;76;1;505;9;10;49,81;77,42857143
3;76;1;506;9;10;50,98;66,29411765
3;76;1;507;12;13;63,35;82,1
3;76;19;501;5;6;26,31;66,8358209
3;76;19;502;4;5;23,77;46,94366197
3;76;19;503;1;2;6,5;19,53846154
3;76;19;504;1;2;6,5;7,653846154
3;76;19;505;5;6;22,4;36,1875
3;76;19;506;5;6;23,57;44,67647059
3;76;19;507;8;9;35,94;60,02666667
3;76;46;501;10;11;53,9;79,86956522
3;76;46;502;9;10;51,36;61,04166667
3;76;46;503;6;7;34,09;43,43283582
3;76;46;504;6;7;34,09;57,38709677
3;76;46;505;4;5;16,97;35,30985915
3;76;46;506;2;3;8,14;21,45333333
3;76;46;507;5;6;20,51;35,72972973
3;77;1;501;2;3;6,66;48,5
3;77;1;502;2;3;8,72;20,57692308
3;77;1;503;5;6;33,91;46,78378378
3;77;1;504;5;6;33,91;54,90140845
3;77;1;505;9;10;49,81;77,42857143
3;77;1;506;9;10;50,98;66,29411765
3;77;1;507;12;13;63,35;82,1
3;77;19;501;5;6;26,31;66,8358209
3;77;19;502;4;5;23,77;46,94366197
3;77;19;503;1;2;6,5;19,53846154
3;77;19;504;1;2;6,5;7,653846154
3;77;19;505;5;6;22,4;36,1875
3;77;19;506;5;6;23,57;44,67647059
3;77;19;507;8;9;35,94;60,02666667
3;77;46;501;10;11;53,9;79,86956522
3;77;46;502;9;10;51,36;61,04166667
3;77;46;503;6;7;34,09;43,43283582
3;77;46;504;6;7;34,09;57,38709677
3;77;46;505;4;5;16,97;35,30985915
3;77;46;506;2;3;8,14;21,45333333
3;77;46;507;5;6;20,51;35,72972973
3;78;1;501;2;3;6,66;48,5
3;78;1;502;2;3;8,72;20,57692308
3;78;1;503;5;6;33,91;46,78378378
3;78;1;504;5;6;33,91;54,90140845
3;78;1;505;9;10;49,81;77,42857143
3;78;1;506;9;10;50,98;66,29411765
3;78;1;507;12;13;63,35;82,1
3;78;19;501;5;6;26,31;66,8358209
3;78;19;502;4;5;23,77;46,94366197
3;78;19;503;1;2;6,5;19,53846154
3;78;19;504;1;2;6,5;7,653846154
3;78;19;505;5;6;22,4;36,1875
3;78;19;506;5;6;23,57;44,67647059
3;78;19;507;8;9;35,94;60,02666667
3;78;46;501;10;11;53,9;79,86956522
3;78;46;502;9;10;51,36;61,04166667
3;78;46;503;6;7;34,09;43,43283582
3;78;46;504;6;7;34,09;57,38709677
3;78;46;505;4;5;16,97;35,30985915
3;78;46;506;2;3;8,14;21,45333333
3;78;46;507;5;6;20,51;35,72972973
3;79;1;501;2;3;6,66;47,25974026
3;79;1;502;2;3;8,72;20,4691358
3;79;1;503;5;6;33,91;47,46753247
3;79;1;504;5;6;33,91;59,75675676
3;79;1;505;9;10;49,81;78,88888889
3;79;1;506;9;10;50,98;72,81081081
3;79;1;507;12;13;63,35;82,42465753
3;79;19;501;5;6;26,31;75,05633803
3;79;19;502;4;5;23,77;44,61333333
3;79;19;503;1;2;6,5;19,27160494
3;79;19;504;1;2;6,5;7,617283951
3;79;19;505;5;6;22,4;36,70666667
3;79;19;506;5;6;23,57;44,47142857
3;79;19;507;8;9;35,94;58,60810811
3;79;46;501;10;11;53,9;83,87878788
3;79;46;502;9;10;51,36;65,71621622
3;79;46;503;6;7;34,09;42,68055556
3;79;46;504;6;7;34,09;57,984375
3;79;46;505;4;5;16,97;36,23376623
3;79;46;506;2;3;8,14;21,97435897
3;79;46;507;5;6;20,51;38,61538462
3;80;1;501;2;3;6,66;47,25974026
3;80;1;502;2;3;8,72;20,4691358
3;80;1;503;5;6;33,91;47,46753247
3;80;1;504;5;6;33,91;59,75675676
3;80;1;505;9;10;49,81;78,88888889
3;80;1;506;9;10;50,98;72,81081081
3;80;1;507;12;13;63,35;82,42465753
3;80;19;501;5;6;26,31;75,05633803
3;80;19;502;4;5;23,77;44,61333333
3;80;19;503;1;2;6,5;19,27160494
3;80;19;504;1;2;6,5;7,617283951
3;80;19;505;5;6;22,4;36,70666667
3;80;19;506;5;6;23,57;44,47142857
3;80;19;507;8;9;35,94;58,60810811
3;80;46;501;10;11;53,9;83,87878788
3;80;46;502;9;10;51,36;65,71621622
3;80;46;503;6;7;34,09;42,68055556
3;80;46;504;6;7;34,09;57,984375
3;80;46;505;4;5;16,97;36,23376623
3;80;46;506;2;3;8,14;21,97435897
3;80;46;507;5;6;20,51;38,61538462
3;81;1;501;2;3;6,66;47,25974026
3;81;1;502;2;3;8,72;20,4691358
3;81;1;503;5;6;33,91;47,46753247
3;81;1;504;5;6;33,91;59,75675676
3;81;1;505;9;10;49,81;78,88888889
3;81;1;506;9;10;50,98;72,81081081
3;81;1;507;12;13;63,35;82,42465753
3;81;19;501;5;6;26,31;75,05633803
3;81;19;502;4;5;23,77;44,61333333
3;81;19;503;1;2;6,5;19,27160494
3;81;19;504;1;2;6,5;7,617283951
3;81;19;505;5;6;22,4;36,70666667
3;81;19;506;5;6;23,57;44,47142857
3;81;19;507;8;9;35,94;58,60810811
3;81;46;501;10;11;53,9;83,87878788
3;81;46;502;9;10;51,36;65,71621622
3;81;46;503;6;7;34,09;42,68055556
3;81;46;504;6;7;34,09;57,984375
3;81;46;505;4;5;16,97;36,23376623
3;81;46;506;2;3;8,14;21,97435897
3;81;46;507;5;6;20,51;38,61538462
3;82;1;501;2;3;6,66;45,89873418
3;82;1;502;2;3;8,72;20,83333333
3;82;1;503;5;6;33,91;49,075
3;82;1;504;5;6;33,91;55,69736842
3;82;1;505;9;10;49,81;83,30882353
3;82;1;506;9;10;50,98;70,66233766
3;82;1;507;12;13;63,35;87,72857143
3;82;19;501;5;6;26,31;65,68253968
3;82;19;502;4;5;23,77;45,42105263
3;82;19;503;1;2;6,5;19,3452381
3;82;19;504;1;2;6,5;7,666666667
3;82;19;505;5;6;22,4;37,79411765
3;82;19;506;5;6;23,57;41,50746269
3;82;19;507;8;9;35,94;67,75362319
3;82;46;501;10;11;53,9;80,26315789
3;82;46;502;9;10;51,36;63,84615385
3;82;46;503;6;7;34,09;44,52238806
3;82;46;504;6;7;34,09;66,57746479
3;82;46;505;4;5;16,97;36,92307692
3;82;46;506;2;3;8,14;22,03703704
3;82;46;507;5;6;20,51;39,4
3;83;1;501;2;3;6,66;45,89873418
3;83;1;502;2;3;8,72;20,83333333
3;83;1;503;5;6;33,91;49,075
3;83;1;504;5;6;33,91;55,69736842
3;83;1;505;9;10;49,81;83,30882353
3;83;1;506;9;10;50,98;70,66233766
3;83;1;507;12;13;63,35;87,72857143
3;83;19;501;5;6;26,31;65,68253968
3;83;19;502;4;5;23,77;45,42105263
3;83;19;503;1;2;6,5;19,3452381
3;83;19;504;1;2;6,5;7,666666667
3;83;19;505;5;6;22,4;37,79411765
3;83;19;506;5;6;23,57;41,50746269
3;83;19;507;8;9;35,94;67,75362319
3;83;46;501;10;11;53,9;80,26315789
3;83;46;502;9;10;51,36;63,84615385
3;83;46;503;6;7;34,09;44,52238806
3;83;46;504;6;7;34,09;66,57746479
3;83;46;505;4;5;16,97;36,92307692
3;83;46;506;2;3;8,14;22,03703704
3;83;46;507;5;6;20,51;39,4
3;84;1;501;2;3;6,66;45,89873418
3;84;1;502;2;3;8,72;20,83333333
3;84;1;503;5;6;33,91;49,075
3;84;1;504;5;6;33,91;55,69736842
3;84;1;505;9;10;49,81;83,30882353
3;84;1;506;9;10;50,98;70,66233766
3;84;1;507;12;13;63,35;87,72857143
3;84;19;501;5;6;26,31;65,68253968
3;84;19;502;4;5;23,77;45,42105263
3;84;19;503;1;2;6,5;19,3452381
3;84;19;504;1;2;6,5;7,666666667
3;84;19;505;5;6;22,4;37,79411765
3;84;19;506;5;6;23,57;41,50746269
3;84;19;507;8;9;35,94;67,75362319
3;84;46;501;10;11;53,9;80,26315789
3;84;46;502;9;10;51,36;63,84615385
3;84;46;503;6;7;34,09;44,52238806
3;84;46;504;6;7;34,09;66,57746479
3;84;46;505;4;5;16,97;36,92307692
3;84;46;506;2;3;8,14;22,03703704
3;84;46;507;5;6;20,51;39,4
3;85;1;501;2;3;6,66;42,21621622
3;85;1;502;2;3;8,72;20,54022989
3;85;1;503;5;6;33,91;48,59259259
3;85;1;504;5;6;33,91;55,12820513
3;85;1;505;9;10;49,81;79,65384615
3;85;1;506;9;10;50,98;68,1547619
3;85;1;507;12;13;63,35;83,68421053
3;85;19;501;5;6;26,31;66,65384615
3;85;19;502;4;5;23,77;47,94805195
3;85;19;503;1;2;6,5;19,79310345
3;85;19;504;1;2;6,5;7,643678161
3;85;19;505;5;6;22,4;39,14634146
3;85;19;506;5;6;23,57;48,7375
3;85;19;507;8;9;35,94;62,01234568
3;85;46;501;10;11;53,9;81,01428571
3;85;46;502;9;10;51,36;63,13924051
3;85;46;503;6;7;34,09;42,91666667
3;85;46;504;6;7;34,09;59,57352941
3;85;46;505;4;5;16,97;37,10126582
3;85;46;506;2;3;8,14;23,0952381
3;85;46;507;5;6;20,51;39,72619048
3;86;1;501;2;3;6,66;42,21621622
3;86;1;502;2;3;8,72;20,54022989
3;86;1;503;5;6;33,91;48,59259259
3;86;1;504;5;6;33,91;55,12820513
3;86;1;505;9;10;49,81;79,65384615
3;86;1;506;9;10;50,98;68,1547619
3;86;1;507;12;13;63,35;83,68421053
3;86;19;501;5;6;26,31;66,65384615
3;86;19;502;4;5;23,77;47,94805195
3;86;19;503;1;2;6,5;19,79310345
3;86;19;504;1;2;6,5;7,643678161
3;86;19;505;5;6;22,4;39,14634146
3;86;19;506;5;6;23,57;48,7375
3;86;19;507;8;9;35,94;62,01234568
3;86;46;501;10;11;53,9;81,01428571
3;86;46;502;9;10;51,36;63,13924051
3;86;46;503;6;7;34,09;42,91666667
3;86;46;504;6;7;34,09;59,57352941
3;86;46;505;4;5;16,97;37,10126582
3;86;46;506;2;3;8,14;23,0952381
3;86;46;507;5;6;20,51;39,72619048
3;87;1;501;2;3;6,66;42,21621622
3;87;1;502;2;3;8,72;20,54022989
3;87;1;503;5;6;33,91;48,59259259
3;87;1;504;5;6;33,91;55,12820513
3;87;1;505;9;10;49,81;79,65384615
3;87;1;506;9;10;50,98;68,1547619
3;87;1;507;12;13;63,35;83,68421053
3;87;19;501;5;6;26,31;66,65384615
3;87;19;502;4;5;23,77;47,94805195
3;87;19;503;1;2;6,5;19,79310345
3;87;19;504;1;2;6,5;7,643678161
3;87;19;505;5;6;22,4;39,14634146
3;87;19;506;5;6;23,57;48,7375
3;87;19;507;8;9;35,94;62,01234568
3;87;46;501;10;11;53,9;81,01428571
3;87;46;502;9;10;51,36;63,13924051
3;87;46;503;6;7;34,09;42,91666667
3;87;46;504;6;7;34,09;59,57352941
3;87;46;505;4;5;16,97;37,10126582
3;87;46;506;2;3;8,14;23,0952381
3;87;46;507;5;6;20,51;39,72619048
3;88;1;501;2;3;6,66;52,50617284
3;88;1;502;2;3;8,72;20,64444444
3;88;1;503;5;6;33,91;48,66666667
3;88;1;504;5;6;33,91;56,60493827
3;88;1;505;9;10;49,81;86,62162162
3;88;1;506;9;10;50,98;69,03896104
3;88;1;507;12;13;63,35;86,46987952
3;88;19;501;5;6;26,31;70,56578947
3;88;19;502;4;5;23,77;46,125
3;88;19;503;1;2;6,5;19,53333333
3;88;19;504;1;2;6,5;7,677777778
3;88;19;505;5;6;22,4;38,54878049
3;88;19;506;5;6;23,57;47,21621622
3;88;19;507;8;9;35,94;60,3164557
3;88;46;501;10;11;53,9;82,84810127
3;88;46;502;9;10;51,36;64,28735632
3;88;46;503;6;7;34,09;44,67532468
3;88;46;504;6;7;34,09;63,45945946
3;88;46;505;4;5;16,97;37,37804878
3;88;46;506;2;3;8,14;23,73563218
3;88;46;507;5;6;20,51;40
3;89;1;501;2;3;6,66;52,50617284
3;89;1;502;2;3;8,72;20,64444444
3;89;1;503;5;6;33,91;48,66666667
3;89;1;504;5;6;33,91;56,60493827
3;89;1;505;9;10;49,81;86,62162162
3;89;1;506;9;10;50,98;69,03896104
3;89;1;507;12;13;63,35;86,46987952
3;89;19;501;5;6;26,31;70,56578947
3;89;19;502;4;5;23,77;46,125
3;89;19;503;1;2;6,5;19,53333333
3;89;19;504;1;2;6,5;7,677777778
3;89;19;505;5;6;22,4;38,54878049
3;89;19;506;5;6;23,57;47,21621622
3;89;19;507;8;9;35,94;60,3164557
3;89;46;501;10;11;53,9;82,84810127
3;89;46;502;9;10;51,36;64,28735632
3;89;46;503;6;7;34,09;44,67532468
3;89;46;504;6;7;34,09;63,45945946
3;89;46;505;4;5;16,97;37,37804878
3;89;46;506;2;3;8,14;23,73563218
3;89;46;507;5;6;20,51;40
3;90;1;501;2;3;6,66;52,50617284
3;90;1;502;2;3;8,72;20,64444444
3;90;1;503;5;6;33,91;48,66666667
3;90;1;504;5;6;33,91;56,60493827
3;90;1;505;9;10;49,81;86,62162162
3;90;1;506;9;10;50,98;69,03896104
3;90;1;507;12;13;63,35;86,46987952
3;90;19;501;5;6;26,31;70,56578947
3;90;19;502;4;5;23,77;46,125
3;90;19;503;1;2;6,5;19,53333333
3;90;19;504;1;2;6,5;7,677777778
3;90;19;505;5;6;22,4;38,54878049
3;90;19;506;5;6;23,57;47,21621622
3;90;19;507;8;9;35,94;60,3164557
3;90;46;501;10;11;53,9;82,84810127
3;90;46;502;9;10;51,36;64,28735632
3;90;46;503;6;7;34,09;44,67532468
3;90;46;504;6;7;34,09;63,45945946
3;90;46;505;4;5;16,97;37,37804878
3;90;46;506;2;3;8,14;23,73563218
3;90;46;507;5;6;20,51;40
3;91;1;501;2;3;6,66;51,32954545
3;91;1;502;2;3;8,72;21,41935484
3;91;1;503;5;6;33,91;51,03333333
3;91;1;504;5;6;33,91;57,54761905
3;91;1;505;9;10;49,81;79,25641026
3;91;1;506;9;10;50,98;70,47222222
3;91;1;507;12;13;63,35;85,14814815
3;91;19;501;5;6;26,31;67,70588235
3;91;19;502;4;5;23,77;44,18987342
3;91;19;503;1;2;6,5;20,25806452
3;91;19;504;1;2;6,5;7,677419355
3;91;19;505;5;6;22,4;37,13580247
3;91;19;506;5;6;23,57;47,75
3;91;19;507;8;9;35,94;61,0875
3;91;46;501;10;11;53,9;89,55421687
3;91;46;502;9;10;51,36;63
3;91;46;503;6;7;34,09;46,375
3;91;46;504;6;7;34,09;57,72972973
3;91;46;505;4;5;16,97;38,27777778
3;91;46;506;2;3;8,14;23,34444444
3;91;46;507;5;6;20,51;39,8
3;92;1;501;2;3;6,66;51,32954545
3;92;1;502;2;3;8,72;21,41935484
3;92;1;503;5;6;33,91;51,03333333
3;92;1;504;5;6;33,91;57,54761905
3;92;1;505;9;10;49,81;79,25641026
3;92;1;506;9;10;50,98;70,47222222
3;92;1;507;12;13;63,35;85,14814815
3;92;19;501;5;6;26,31;67,70588235
3;92;19;502;4;5;23,77;44,18987342
3;92;19;503;1;2;6,5;20,25806452
3;92;19;504;1;2;6,5;7,677419355
3;92;19;505;5;6;22,4;37,13580247
3;92;19;506;5;6;23,57;47,75
3;92;19;507;8;9;35,94;61,0875
3;92;46;501;10;11;53,9;89,55421687
3;92;46;502;9;10;51,36;63
3;92;46;503;6;7;34,09;46,375
3;92;46;504;6;7;34,09;57,72972973
3;92;46;505;4;5;16,97;38,27777778
3;92;46;506;2;3;8,14;23,34444444
3;92;46;507;5;6;20,51;39,8
3;93;1;501;2;3;6,66;51,32954545
3;93;1;502;2;3;8,72;21,41935484
3;93;1;503;5;6;33,91;51,03333333
3;93;1;504;5;6;33,91;57,54761905
3;93;1;505;9;10;49,81;79,25641026
3;93;1;506;9;10;50,98;70,47222222
3;93;1;507;12;13;63,35;85,14814815
3;93;19;501;5;6;26,31;67,70588235
3;93;19;502;4;5;23,77;44,18987342
3;93;19;503;1;2;6,5;20,25806452
3;93;19;504;1;2;6,5;7,677419355
3;93;19;505;5;6;22,4;37,13580247
3;93;19;506;5;6;23,57;47,75
3;93;19;507;8;9;35,94;61,0875
3;93;46;501;10;11;53,9;89,55421687
3;93;46;502;9;10;51,36;63
3;93;46;503;6;7;34,09;46,375
3;93;46;504;6;7;34,09;57,72972973
3;93;46;505;4;5;16,97;38,27777778
3;93;46;506;2;3;8,14;23,34444444
3;93;46;507;5;6;20,51;39,8
3;94;1;501;2;3;6,66;53,39772727
3;94;1;502;2;3;8,72;21,40625
3;94;1;503;5;6;33,91;48,45054945
3;94;1;504;5;6;33,91;59,3902439
3;94;1;505;9;10;49,81;82
3;94;1;506;9;10;50,98;76,15068493
3;94;1;507;12;13;63,35;88
3;94;19;501;5;6;26,31;73,20454545
3;94;19;502;4;5;23,77;46,4375
3;94;19;503;1;2;6,5;21,78125
3;94;19;504;1;2;6,5;7,697916667
3;94;19;505;5;6;22,4;38,84615385
3;94;19;506;5;6;23,57;45,69512195
3;94;19;507;8;9;35,94;62,72289157
3;94;46;501;10;11;53,9;85,43023256
3;94;46;502;9;10;51,36;62,42528736
3;94;46;503;6;7;34,09;45,35365854
3;94;46;504;6;7;34,09;64,85897436
3;94;46;505;4;5;16,97;39,8045977
3;94;46;506;2;3;8,14;23,34408602
3;94;46;507;5;6;20,51;42,76344086
3;95;1;501;2;3;6,66;53,39772727
3;95;1;502;2;3;8,72;21,40625
3;95;1;503;5;6;33,91;48,45054945
3;95;1;504;5;6;33,91;59,3902439
3;95;1;505;9;10;49,81;82
3;95;1;506;9;10;50,98;76,15068493
3;95;1;507;12;13;63,35;88
3;95;19;501;5;6;26,31;73,20454545
3;95;19;502;4;5;23,77;46,4375
3;95;19;503;1;2;6,5;21,78125
3;95;19;504;1;2;6,5;7,697916667
3;95;19;505;5;6;22,4;38,84615385
3;95;19;506;5;6;23,57;45,69512195
3;95;19;507;8;9;35,94;62,72289157
3;95;46;501;10;11;53,9;85,43023256
3;95;46;502;9;10;51,36;62,42528736
3;95;46;503;6;7;34,09;45,35365854
3;95;46;504;6;7;34,09;64,85897436
3;95;46;505;4;5;16,97;39,8045977
3;95;46;506;2;3;8,14;23,34408602
3;95;46;507;5;6;20,51;42,76344086
3;96;1;501;2;3;6,66;53,39772727
3;96;1;502;2;3;8,72;21,40625
3;96;1;503;5;6;33,91;48,45054945
3;96;1;504;5;6;33,91;59,3902439
3;96;1;505;9;10;49,81;82
3;96;1;506;9;10;50,98;76,15068493
3;96;1;507;12;13;63,35;88
3;96;19;501;5;6;26,31;73,20454545
3;96;19;502;4;5;23,77;46,4375
3;96;19;503;1;2;6,5;21,78125
3;96;19;504;1;2;6,5;7,697916667
3;96;19;505;5;6;22,4;38,84615385
3;96;19;506;5;6;23,57;45,69512195
3;96;19;507;8;9;35,94;62,72289157
3;96;46;501;10;11;53,9;85,43023256
3;96;46;502;9;10;51,36;62,42528736
3;96;46;503;6;7;34,09;45,35365854
3;96;46;504;6;7;34,09;64,85897436
3;96;46;505;4;5;16,97;39,8045977
3;96;46;506;2;3;8,14;23,34408602
3;96;46;507;5;6;20,51;42,76344086
3;97;1;501;2;3;6,66;47,97727273
3;97;1;502;2;3;8,72;21,55555556
3;97;1;503;5;6;33,91;50,57291667
3;97;1;504;5;6;33,91;55,93103448
3;97;1;505;9;10;49,81;80,49411765
3;97;1;506;9;10;50,98;67,59756098
3;97;1;507;12;13;63,35;86,8988764
3;97;19;501;5;6;26,31;73,77142857
3;97;19;502;4;5;23,77;48,39772727
3;97;19;503;1;2;6,5;21,7979798
3;97;19;504;1;2;6,5;7,636363636
3;97;19;505;5;6;22,4;38,94736842
3;97;19;506;5;6;23,57;46,07954545
3;97;19;507;8;9;35,94;59,35294118
3;97;46;501;10;11;53,9;84,30952381
3;97;46;502;9;10;51,36;65,52222222
3;97;46;503;6;7;34,09;48,01298701
3;97;46;504;6;7;34,09;63,87179487
3;97;46;505;4;5;16,97;38,15217391
3;97;46;506;2;3;8,14;23,52083333
3;97;46;507;5;6;20,51;41,23958333
3;98;1;501;2;3;6,66;47,97727273
3;98;1;502;2;3;8,72;21,55555556
3;98;1;503;5;6;33,91;50,57291667
3;98;1;504;5;6;33,91;55,93103448
3;98;1;505;9;10;49,81;80,49411765
3;98;1;506;9;10;50,98;67,59756098
3;98;1;507;12;13;63,35;86,8988764
3;98;19;501;5;6;26,31;73,77142857
3;98;19;502;4;5;23,77;48,39772727
3;98;19;503;1;2;6,5;21,7979798
3;98;19;504;1;2;6,5;7,636363636
3;98;19;505;5;6;22,4;38,94736842
3;98;19;506;5;6;23,57;46,07954545
3;98;19;507;8;9;35,94;59,35294118
3;98;46;501;10;11;53,9;84,30952381
3;98;46;502;9;10;51,36;65,52222222
3;98;46;503;6;7;34,09;48,01298701
3;98;46;504;6;7;34,09;63,87179487
3;98;46;505;4;5;16,97;38,15217391
3;98;46;506;2;3;8,14;23,52083333
3;98;46;507;5;6;20,51;41,23958333
3;99;1;501;2;3;6,66;47,97727273
3;99;1;502;2;3;8,72;21,55555556
3;99;1;503;5;6;33,91;50,57291667
3;99;1;504;5;6;33,91;55,93103448
3;99;1;505;9;10;49,81;80,49411765
3;99;1;506;9;10;50,98;67,59756098
3;99;1;507;12;13;63,35;86,8988764
3;99;19;501;5;6;26,31;73,77142857
3;99;19;502;4;5;23,77;48,39772727
3;99;19;503;1;2;6,5;21,7979798
3;99;19;504;1;2;6,5;7,636363636
3;99;19;505;5;6;22,4;38,94736842
3;99;19;506;5;6;23,57;46,07954545
3;99;19;507;8;9;35,94;59,35294118
3;99;46;501;10;11;53,9;84,30952381
3;99;46;502;9;10;51,36;65,52222222
3;99;46;503;6;7;34,09;48,01298701
3;99;46;504;6;7;34,09;63,87179487
3;99;46;505;4;5;16,97;38,15217391
3;99;46;506;2;3;8,14;23,52083333
3;99;46;507;5;6;20,51;41,23958333
3;100;1;501;2;3;6,66;50,77419355
3;100;1;502;2;3;8,72;21,10784314
3;100;1;503;5;6;33,91;48,84375
3;100;1;504;5;6;33,91;59,26744186
3;100;1;505;9;10;49,81;85,75
3;100;1;506;9;10;50,98;69,35632184
3;100;1;507;12;13;63,35;89,52173913
3;100;19;501;5;6;26,31;73,13580247
3;100;19;502;4;5;23,77;46,67045455
3;100;19;503;1;2;6,5;21,79411765
3;100;19;504;1;2;6,5;7,62745098
3;100;19;505;5;6;22,4;40,87628866
3;100;19;506;5;6;23,57;48,67032967
3;100;19;507;8;9;35,94;73,59701493
3;100;46;501;10;11;53,9;86,34210526
3;100;46;502;9;10;51,36;63,83333333
3;100;46;503;6;7;34,09;49,46153846
3;100;46;504;6;7;34,09;60,43617021
4;4;1;501;2;3;6,66;11,75
4;4;1;502;2;3;8,72;13,25
4;4;1;503;5;6;33,91;40,5
4;4;1;504;5;6;33,91;41,75
4;4;1;505;9;10;49,81;63,75
4;4;1;506;9;10;50,98;NaN
4;4;1;507;12;13;63,35;NaN
4;4;19;501;5;6;26,31;38
4;4;19;502;4;5;23,77;29
4;4;19;503;1;2;6,5;8,25
4;4;19;504;1;2;6,5;7
4;4;19;505;5;6;22,4;29,25
4;4;19;506;5;6;23,57;29,5
4;4;19;507;8;9;35,94;47,5
4;4;46;501;10;11;53,9;66,75
4;4;46;502;9;10;51,36;48
4;4;46;503;6;7;34,09;30
4;4;46;504;6;7;34,09;42,25
4;4;46;505;4;5;16,97;20,5
4;4;46;506;2;3;8,14;12
4;4;46;507;5;6;20,51;23
4;5;1;501;2;3;6,66;15,25
4;5;1;502;2;3;8,72;13,5
4;5;1;503;5;6;33,91;37
4;5;1;504;5;6;33,91;42,125
4;5;1;505;9;10;49,81;64
4;5;1;506;9;10;50,98;60,375
4;5;1;507;12;13;63,35;70,33333333
4;5;19;501;5;6;26,31;42,375
4;5;19;502;4;5;23,77;29,5
4;5;19;503;1;2;6,5;8,5
4;5;19;504;1;2;6,5;7,125
4;5;19;505;5;6;22,4;29,125
4;5;19;506;5;6;23,57;28,75
4;5;19;507;8;9;35,94;47
4;5;46;501;10;11;53,9;68
4;5;46;502;9;10;51,36;53,25
4;5;46;503;6;7;34,09;33
4;5;46;504;6;7;34,09;42,875
4;5;46;505;4;5;16,97;22,375
4;5;46;506;2;3;8,14;12,5
4;5;46;507;5;6;20,51;24,625
4;6;1;501;2;3;6,66;15,25
4;6;1;502;2;3;8,72;13,5
4;6;1;503;5;6;33,91;37
4;6;1;504;5;6;33,91;42,125
4;6;1;505;9;10;49,81;64
4;6;1;506;9;10;50,98;60,375
4;6;1;507;12;13;63,35;70,33333333
4;6;19;501;5;6;26,31;42,375
4;6;19;502;4;5;23,77;29,5
4;6;19;503;1;2;6,5;8,5
4;6;19;504;1;2;6,5;7,125
4;6;19;505;5;6;22,4;29,125
4;6;19;506;5;6;23,57;28,75
4;6;19;507;8;9;35,94;47
4;6;46;501;10;11;53,9;68
4;6;46;502;9;10;51,36;53,25
4;6;46;503;6;7;34,09;33
4;6;46;504;6;7;34,09;42,875
4;6;46;505;4;5;16,97;22,375
4;6;46;506;2;3;8,14;12,5
4;6;46;507;5;6;20,51;24,625
4;7;1;501;2;3;6,66;15,25
4;7;1;502;2;3;8,72;13,5
4;7;1;503;5;6;33,91;37
4;7;1;504;5;6;33,91;42,125
4;7;1;505;9;10;49,81;64
4;7;1;506;9;10;50,98;60,375
4;7;1;507;12;13;63,35;70,33333333
4;7;19;501;5;6;26,31;42,375
4;7;19;502;4;5;23,77;29,5
4;7;19;503;1;2;6,5;8,5
4;7;19;504;1;2;6,5;7,125
4;7;19;505;5;6;22,4;29,125
4;7;19;506;5;6;23,57;28,75
4;7;19;507;8;9;35,94;47
4;7;46;501;10;11;53,9;68
4;7;46;502;9;10;51,36;53,25
4;7;46;503;6;7;34,09;33
4;7;46;504;6;7;34,09;42,875
4;7;46;505;4;5;16,97;22,375
4;7;46;506;2;3;8,14;12,5
4;7;46;507;5;6;20,51;24,625
4;8;1;501;2;3;6,66;15,25
4;8;1;502;2;3;8,72;13,5
4;8;1;503;5;6;33,91;37
4;8;1;504;5;6;33,91;42,125
4;8;1;505;9;10;49,81;64
4;8;1;506;9;10;50,98;60,375
4;8;1;507;12;13;63,35;70,33333333
4;8;19;501;5;6;26,31;42,375
4;8;19;502;4;5;23,77;29,5
4;8;19;503;1;2;6,5;8,5
4;8;19;504;1;2;6,5;7,125
4;8;19;505;5;6;22,4;29,125
4;8;19;506;5;6;23,57;28,75
4;8;19;507;8;9;35,94;47
4;8;46;501;10;11;53,9;68
4;8;46;502;9;10;51,36;53,25
4;8;46;503;6;7;34,09;33
4;8;46;504;6;7;34,09;42,875
4;8;46;505;4;5;16,97;22,375
4;8;46;506;2;3;8,14;12,5
4;8;46;507;5;6;20,51;24,625
4;9;1;501;2;3;6,66;18,5
4;9;1;502;2;3;8,72;13,5
4;9;1;503;5;6;33,91;40,91666667
4;9;1;504;5;6;33,91;42,66666667
4;9;1;505;9;10;49,81;63,66666667
4;9;1;506;9;10;50,98;64,5
4;9;1;507;12;13;63,35;81,58333333
4;9;19;501;5;6;26,31;43,91666667
4;9;19;502;4;5;23,77;31,91666667
4;9;19;503;1;2;6,5;9,166666667
4;9;19;504;1;2;6,5;7,181818182
4;9;19;505;5;6;22,4;29,5
4;9;19;506;5;6;23,57;30,66666667
